target_chembl_id,gene_symbol,compound_chembl_id,compound_name,standard_value,standard_type,is_approved_drug,canonical_smiles,pchembl_value
CHEMBL1980,SCN5A,CHEMBL482676,,2300.0,IC50,0,O=C(c1ccc(-c2ccc(Cl)cc2)o1)N1CCN(C2CCCCC2)CC1,5.64
CHEMBL1980,SCN5A,CHEMBL511058,,2560.0,IC50,0,COc1ccccc1SC[C@@H](C)CN[C@@H]1COc2ccccc2SC1,5.59
CHEMBL1940,CACNA1C,CHEMBL561788,,2000.0,IC50,0,O=C(NC1CC1c1ccccc1)N1CCC(c2nc(-c3ccccc3C(F)(F)F)no2)CC1,5.7
CHEMBL1940,CACNA1C,CHEMBL552061,,3000.0,IC50,0,O=C(NC1CC1c1ccccc1)N1CCC(c2nc(-c3nccc4ccccc34)no2)CC1,5.52
CHEMBL1940,CACNA1C,CHEMBL551921,,6800.0,IC50,0,O=C(NC1CC1c1ccccc1)N1CCC(c2nc(-c3ccc4ccccc4n3)no2)CC1,5.17
CHEMBL1980,SCN5A,CHEMBL552402,,10000.0,IC50,0,O=C(NC1CC1c1ccccc1)N1CCC(c2nc3ccccc3o2)CC1,5.0
CHEMBL3988638,CACNA1C,CHEMBL596942,,1030.0,IC50,0,O=C(NC(c1ccccc1)c1ccccc1)N1CCN(C(c2ccccc2)c2ccc(Cl)cc2Cl)CC1,5.99
CHEMBL3988638,CACNA1C,CHEMBL603465,,610.0,IC50,0,O=C(NC(c1ccccc1)c1ccccc1)N1CCN(C(c2ccccc2)c2ccccc2Cl)CC1,6.21
CHEMBL3988638,CACNA1C,CHEMBL599217,,1840.0,IC50,0,O=C(NC(c1ccccc1)c1ccccc1)N1CCN(C(c2ccccc2)c2ccccc2)CC1,5.74
CHEMBL3988638,CACNA1C,CHEMBL599404,,8500.0,IC50,0,O=C(CC(c1ccccc1)c1ccccc1)N1CCN(C(c2ccccc2)c2cccc(Cl)c2)CC1,5.07
CHEMBL3988638,CACNA1C,CHEMBL599402,,4300.0,IC50,0,O=C(CC(c1ccccc1)c1ccccc1)N1CCN([C@H](c2ccccc2)c2ccc(Cl)cc2)CC1,5.37
CHEMBL3988638,CACNA1C,CHEMBL597788,,6600.0,IC50,0,O=C(CC(c1ccccc1)c1ccccc1)N1CCN(C(c2ccccc2)c2cccc(C(F)(F)F)c2)CC1,5.18
CHEMBL3988638,CACNA1C,CHEMBL597782,,3100.0,IC50,0,CN1CCC(C(c2ccc(Cl)cc2)N2CCN(C(=O)CC(c3ccccc3)c3ccccc3)CC2)CC1,5.51
CHEMBL3988638,CACNA1C,CHEMBL605769,,9300.0,IC50,0,CN1CCCC(C(c2ccccc2)N2CCN(C(=O)CC(c3ccccc3)c3ccccc3)CC2)C1,5.03
CHEMBL3988638,CACNA1C,CHEMBL599625,,3800.0,IC50,0,Cc1ccc(C(c2ccccc2)N2CCN(CC(=O)N(c3ccccc3)c3ccccc3)CC2)c(C)c1,5.42
CHEMBL3988638,CACNA1C,CHEMBL597775,,8600.0,IC50,0,O=C(CN1CCN(C(c2ccccc2)c2ccc(Cl)cc2Cl)CC1)N(c1ccccc1)c1ccccc1,5.07
CHEMBL3988638,CACNA1C,CHEMBL597572,,7900.0,IC50,0,O=C(CN1CCN(C(c2ccccc2)c2cccc(Cl)c2Cl)CC1)N(c1ccccc1)c1ccccc1,5.1
CHEMBL3988638,CACNA1C,CHEMBL598598,,2900.0,IC50,0,O=C(CN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1)N(c1ccccc1)c1ccccc1,5.54
CHEMBL3988638,CACNA1C,CHEMBL598392,,1400.0,IC50,0,O=C(CN1CCN(C(c2ccccc2)c2cccc(Cl)c2)CC1)N(c1ccccc1)c1ccccc1,5.85
CHEMBL3988638,CACNA1C,CHEMBL605965,,1100.0,IC50,0,O=C(CN1CCN(C(c2ccccc2)c2ccccc2Cl)CC1)N(c1ccccc1)c1ccccc1,5.96
CHEMBL3988638,CACNA1C,CHEMBL599408,,1600.0,IC50,0,O=C(CN1CCN(C(c2ccccc2)c2ccccc2)CC1)N(c1ccccc1)c1ccccc1,5.8
CHEMBL3988638,CACNA1C,CHEMBL599015,,9600.0,IC50,0,Cc1ccc(C(c2ccccc2)N2CCN(C(=O)CC(c3ccccc3)c3ccccc3)CC2)c(C)c1,5.02
CHEMBL3988638,CACNA1C,CHEMBL589285,,1400.0,IC50,0,COc1cc(C(c2ccccc2)N2CCN(C(=O)CC(c3ccccc3)c3ccccc3)CC2)cc(OC)c1OC,5.85
CHEMBL3988638,CACNA1C,CHEMBL598603,,2900.0,IC50,0,COc1ccc(C(c2ccc(OC)cc2)N2CCN(C(=O)CC(c3ccccc3)c3ccccc3)CC2)cc1,5.54
CHEMBL3988638,CACNA1C,CHEMBL606175,,1600.0,IC50,0,COc1ccc(C(c2ccccc2)N2CCN(C(=O)CC(c3ccccc3)c3ccccc3)CC2)cc1,5.8
CHEMBL3988638,CACNA1C,CHEMBL597970,,2500.0,IC50,0,Cc1ccc(C(c2ccccc2)N2CCN(C(=O)CC(c3ccccc3)c3ccccc3)CC2)cc1,5.6
CHEMBL3988638,CACNA1C,CHEMBL597969,,1100.0,IC50,0,O=C(CC(c1ccccc1)c1ccccc1)N1CCN(C(c2ccccc2)c2ccc(F)cc2)CC1,5.96
CHEMBL3988638,CACNA1C,CHEMBL599403,,6800.0,IC50,0,O=C(CC(c1ccccc1)c1ccccc1)N1CCN([C@@H](c2ccccc2)c2ccc(Cl)cc2)CC1,5.17
CHEMBL3988638,CACNA1C,CHEMBL596946,,7400.0,IC50,0,O=C(CC(c1ccccc1)c1ccccc1)N1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,5.13
CHEMBL3988638,CACNA1C,CHEMBL598990,,10000.0,IC50,0,O=C(CC(c1ccccc1)c1ccccc1)N1CCN(C(c2ccccc2)c2ccccc2C(F)(F)F)CC1,5.0
CHEMBL3988638,CACNA1C,CHEMBL597585,,6100.0,IC50,0,O=C(CC(c1ccccc1)c1ccccc1)N1CCN(C(c2ccccc2)c2ccc(C(F)(F)F)cc2)CC1,5.21
CHEMBL1980,SCN5A,CHEMBL1080975,,10000.0,IC50,0,CC1(c2ccccc2)CCCN(C(=O)NCc2ccc(-c3cccc(Cl)c3)cc2)C1,5.0
CHEMBL1980,SCN5A,CHEMBL1270208,,4700.0,IC50,0,O=C(NCc1cccnc1OCC(F)(F)F)c1cncc(-c2ccc(Cl)cc2)c1,5.33
CHEMBL1980,SCN5A,CHEMBL1631095,,1320.0,IC50,0,NC(=O)c1cc(C(N)=O)n(-c2cccc(-c3cc(C(F)(F)F)ccc3C(F)(F)F)c2)n1,5.88
CHEMBL2095202,TNNI3,CHEMBL1596655,,3326.0,EC50,0,CC1(C)CCN2CCC(C)(C)c3c(O)ccc1c32.CS(=O)(=O)O,5.48
CHEMBL2095202,TNNT2,CHEMBL1596655,,3326.0,EC50,0,CC1(C)CCN2CCC(C)(C)c3c(O)ccc1c32.CS(=O)(=O)O,5.48
CHEMBL2095202,TNNI3,CHEMBL1346165,,5397.0,EC50,0,CCN1C(=O)/C(=C/N2CCc3ccccc32)SC1=S,5.27
CHEMBL2095202,TNNT2,CHEMBL1346165,,5397.0,EC50,0,CCN1C(=O)/C(=C/N2CCc3ccccc32)SC1=S,5.27
CHEMBL2095202,TNNI3,CHEMBL1398812,,413.02,EC50,0,O=[N+]([O-])c1ccc(N2CCCCCC2)c2nonc12,6.38
CHEMBL2095202,TNNT2,CHEMBL1398812,,413.02,EC50,0,O=[N+]([O-])c1ccc(N2CCCCCC2)c2nonc12,6.38
CHEMBL2095202,TNNI3,CHEMBL1302799,,6895.0,EC50,0,N#C/C(=C\c1ccc(N2CCOCC2)o1)C(=O)NC1CCCCC1,5.16
CHEMBL2095202,TNNT2,CHEMBL1302799,,6895.0,EC50,0,N#C/C(=C\c1ccc(N2CCOCC2)o1)C(=O)NC1CCCCC1,5.16
CHEMBL2095202,TNNI3,CHEMBL1429070,,1143.0,EC50,0,Nc1ccc2nc3c(O)nc(S)nc3nc2c1,5.94
CHEMBL2095202,TNNT2,CHEMBL1429070,,1143.0,EC50,0,Nc1ccc2nc3c(O)nc(S)nc3nc2c1,5.94
CHEMBL2095202,TNNI3,CHEMBL1359099,,5480.0,EC50,0,Cc1ccc(N2C(=O)NC(=O)/C(=C/C=C/Nc3ccccc3)C2=O)cc1,5.26
CHEMBL2095202,TNNT2,CHEMBL1359099,,5480.0,EC50,0,Cc1ccc(N2C(=O)NC(=O)/C(=C/C=C/Nc3ccccc3)C2=O)cc1,5.26
CHEMBL2095202,TNNI3,CHEMBL1379673,,286.87,EC50,0,Cc1cccn2c(=O)c(/C=C3\SC(=S)N(CC(C)C)C3=O)c(NCCCOC(C)C)nc12,6.54
CHEMBL2095202,TNNT2,CHEMBL1379673,,286.87,EC50,0,Cc1cccn2c(=O)c(/C=C3\SC(=S)N(CC(C)C)C3=O)c(NCCCOC(C)C)nc12,6.54
CHEMBL2095202,TNNI3,CHEMBL1468444,,278.85,EC50,0,CSc1ccc(C2C(C(=O)c3ccco3)=C(O)C(=O)N2c2nnc(SC)s2)cc1,6.55
CHEMBL2095202,TNNT2,CHEMBL1468444,,278.85,EC50,0,CSc1ccc(C2C(C(=O)c3ccco3)=C(O)C(=O)N2c2nnc(SC)s2)cc1,6.55
CHEMBL2095202,TNNI3,CHEMBL1604510,,742.02,EC50,0,COc1ccc(/C=C2/SC(c3ccc(C)cc3)=NC2=O)cc1OC,6.13
CHEMBL2095202,TNNT2,CHEMBL1604510,,742.02,EC50,0,COc1ccc(/C=C2/SC(c3ccc(C)cc3)=NC2=O)cc1OC,6.13
CHEMBL2095202,TNNI3,CHEMBL1970784,,3934.0,EC50,0,COc1ccc(N/C=C2\C(=O)CCc3c2oc2cc(Cl)c(O)c(Cl)c32)cc1,5.41
CHEMBL2095202,TNNT2,CHEMBL1970784,,3934.0,EC50,0,COc1ccc(N/C=C2\C(=O)CCc3c2oc2cc(Cl)c(O)c(Cl)c32)cc1,5.41
CHEMBL2095202,TNNI3,CHEMBL1971695,,1863.0,EC50,0,C=CCn1c(=O)[nH]c2nc3cc(/N=C/N(C)C)c(C)cc3nc2c1=O,5.73
CHEMBL2095202,TNNT2,CHEMBL1971695,,1863.0,EC50,0,C=CCn1c(=O)[nH]c2nc3cc(/N=C/N(C)C)c(C)cc3nc2c1=O,5.73
CHEMBL2095202,TNNI3,CHEMBL1369691,,500.48,EC50,0,N#C/C(=C\c1ccc(N2CCOCC2)o1)c1nc2ccccc2[nH]1,6.3
CHEMBL2095202,TNNT2,CHEMBL1369691,,500.48,EC50,0,N#C/C(=C\c1ccc(N2CCOCC2)o1)c1nc2ccccc2[nH]1,6.3
CHEMBL2095202,TNNI3,CHEMBL3195851,,190.67,EC50,0,CCN(CC)c1ccc(/C=c2\sc3nnc(-c4ccccc4Cl)n3c2=O)cc1,6.72
CHEMBL2095202,TNNT2,CHEMBL3195851,,190.67,EC50,0,CCN(CC)c1ccc(/C=c2\sc3nnc(-c4ccccc4Cl)n3c2=O)cc1,6.72
CHEMBL2095202,TNNI3,CHEMBL1455256,,8319.0,EC50,0,CCO.CN1CC=C2C(C#N)=C(N)C(C#N)(C#N)[C@H](c3ccoc3)[C@H]2C1,5.08
CHEMBL2095202,TNNT2,CHEMBL1455256,,8319.0,EC50,0,CCO.CN1CC=C2C(C#N)=C(N)C(C#N)(C#N)[C@H](c3ccoc3)[C@H]2C1,5.08
CHEMBL2095202,TNNI3,CHEMBL1310204,,1137.0,EC50,0,COc1cc(N2CCCC2)c(OC)cc1/C=C1/NC(=S)NC1=O,5.94
CHEMBL2095202,TNNT2,CHEMBL1310204,,1137.0,EC50,0,COc1cc(N2CCCC2)c(OC)cc1/C=C1/NC(=S)NC1=O,5.94
CHEMBL2095202,TNNI3,CHEMBL1501273,,1369.0,EC50,0,COc1ccccc1/C=C/C=C1\Oc2c(ccc(O)c2CN2CCN(CCO)CC2)C1=O,5.86
CHEMBL2095202,TNNT2,CHEMBL1501273,,1369.0,EC50,0,COc1ccccc1/C=C/C=C1\Oc2c(ccc(O)c2CN2CCN(CCO)CC2)C1=O,5.86
CHEMBL2095202,TNNI3,CHEMBL1975147,,1101.0,EC50,0,CC/N=C1\S/C(=C\c2cc(OC)c(N3CCCC3)cc2OC)C(=O)N1CC,5.96
CHEMBL2095202,TNNT2,CHEMBL1975147,,1101.0,EC50,0,CC/N=C1\S/C(=C\c2cc(OC)c(N3CCCC3)cc2OC)C(=O)N1CC,5.96
CHEMBL2095202,TNNI3,CHEMBL1586067,,1830.0,EC50,0,O=C1c2cccc3c(N4CCCCC4)ccc(c23)C(=O)N1c1cccc(O)c1,5.74
CHEMBL2095202,TNNT2,CHEMBL1586067,,1830.0,EC50,0,O=C1c2cccc3c(N4CCCCC4)ccc(c23)C(=O)N1c1cccc(O)c1,5.74
CHEMBL2095202,TNNI3,CHEMBL1419680,,5609.0,EC50,0,CN(N=Nc1ccc([N+](=O)[O-])cc1)c1ccccc1,5.25
CHEMBL2095202,TNNT2,CHEMBL1419680,,5609.0,EC50,0,CN(N=Nc1ccc([N+](=O)[O-])cc1)c1ccccc1,5.25
CHEMBL2095202,TNNI3,CHEMBL1504676,,4888.0,EC50,0,COc1cc(/C=C(\C#N)c2nc3ccccc3[nH]2)cc(OC)c1O,5.31
CHEMBL2095202,TNNT2,CHEMBL1504676,,4888.0,EC50,0,COc1cc(/C=C(\C#N)c2nc3ccccc3[nH]2)cc(OC)c1O,5.31
CHEMBL2095202,TNNI3,CHEMBL1977499,,1438.0,EC50,0,CN(/N=C/c1ccc(-c2ccc([N+](=O)[O-])cc2)o1)c1ccccc1,5.84
CHEMBL2095202,TNNT2,CHEMBL1977499,,1438.0,EC50,0,CN(/N=C/c1ccc(-c2ccc([N+](=O)[O-])cc2)o1)c1ccccc1,5.84
CHEMBL2095202,TNNI3,CHEMBL1462008,,2218.0,EC50,0,CN1C(=O)/C(=C/c2ccc(N3CCCCCC3)o2)C(=O)NC1=S,5.65
CHEMBL2095202,TNNT2,CHEMBL1462008,,2218.0,EC50,0,CN1C(=O)/C(=C/c2ccc(N3CCCCCC3)o2)C(=O)NC1=S,5.65
CHEMBL2095202,TNNI3,CHEMBL1367178,,7620.0,EC50,0,CCCN1C=CC(=CC=C(C#N)C#N)C=C1,5.12
CHEMBL2095202,TNNT2,CHEMBL1367178,,7620.0,EC50,0,CCCN1C=CC(=CC=C(C#N)C#N)C=C1,5.12
CHEMBL2095202,TNNI3,CHEMBL1547468,,2901.0,EC50,0,Cc1c(O)c2c3c(cccc3c1O)C(=O)N(c1ccccc1)C2=O,5.54
CHEMBL2095202,TNNT2,CHEMBL1547468,,2901.0,EC50,0,Cc1c(O)c2c3c(cccc3c1O)C(=O)N(c1ccccc1)C2=O,5.54
CHEMBL2095202,TNNI3,CHEMBL1540557,,2385.0,EC50,0,CCC1(C)OC(c2ccccc2)=C/C(=C/C=C2C(=O)NC(=O)NC2=O)O1,5.62
CHEMBL2095202,TNNT2,CHEMBL1540557,,2385.0,EC50,0,CCC1(C)OC(c2ccccc2)=C/C(=C/C=C2C(=O)NC(=O)NC2=O)O1,5.62
CHEMBL2095202,TNNI3,CHEMBL1594911,,3734.0,EC50,0,CCCN1CCc2c(sc(NC(=S)NC(=O)c3ccccc3)c2C#N)C1,5.43
CHEMBL2095202,TNNT2,CHEMBL1594911,,3734.0,EC50,0,CCCN1CCc2c(sc(NC(=S)NC(=O)c3ccccc3)c2C#N)C1,5.43
CHEMBL2095202,TNNI3,CHEMBL1477915,,396.99,EC50,0,O=[N+]([O-])c1ccc(/C=C/C2=NN(c3ccccc3)C(c3ccco3)C2)cc1,6.4
CHEMBL2095202,TNNT2,CHEMBL1477915,,396.99,EC50,0,O=[N+]([O-])c1ccc(/C=C/C2=NN(c3ccccc3)C(c3ccco3)C2)cc1,6.4
CHEMBL2095202,TNNI3,CHEMBL1380339,,8416.0,EC50,0,CCOc1cc(/C=C2\N=C(SC(C)C(N)=O)N(c3ccc(OC(F)F)cc3)C2=O)ccc1O,5.08
CHEMBL2095202,TNNT2,CHEMBL1380339,,8416.0,EC50,0,CCOc1cc(/C=C2\N=C(SC(C)C(N)=O)N(c3ccc(OC(F)F)cc3)C2=O)ccc1O,5.08
CHEMBL2095202,TNNI3,CHEMBL3197404,,565.38,EC50,0,CC(C)(C)C(=O)/C=c1\s/c(=C\c2ccc(-c3ccc([N+](=O)[O-])cc3)o2)c(=O)n1CC(=O)NC(N)=O,6.25
CHEMBL2095202,TNNT2,CHEMBL3197404,,565.38,EC50,0,CC(C)(C)C(=O)/C=c1\s/c(=C\c2ccc(-c3ccc([N+](=O)[O-])cc3)o2)c(=O)n1CC(=O)NC(N)=O,6.25
CHEMBL2095202,TNNI3,CHEMBL1576236,,6015.0,EC50,0,CCN(CC)c1ccc(/C=C2\SC(N)=NC2=O)cc1,5.22
CHEMBL2095202,TNNT2,CHEMBL1576236,,6015.0,EC50,0,CCN(CC)c1ccc(/C=C2\SC(N)=NC2=O)cc1,5.22
CHEMBL2095202,TNNI3,CHEMBL1701437,,1981.0,EC50,0,CN(C)c1ccc(-c2cc(=O)c3cc(C#Cc4cccc(N)c4)ccc3o2)cc1,5.7
CHEMBL2095202,TNNT2,CHEMBL1701437,,1981.0,EC50,0,CN(C)c1ccc(-c2cc(=O)c3cc(C#Cc4cccc(N)c4)ccc3o2)cc1,5.7
CHEMBL2095202,TNNI3,CHEMBL1586687,,869.62,EC50,0,CN1CCS/C1=C/C=C1\SC(=S)N(CC(=O)O)C1=O,6.06
CHEMBL2095202,TNNT2,CHEMBL1586687,,869.62,EC50,0,CN1CCS/C1=C/C=C1\SC(=S)N(CC(=O)O)C1=O,6.06
CHEMBL2095202,TNNI3,CHEMBL1583108,,7005.0,EC50,0,CN1C(=O)/C(=C/C=C2\SCCN2C)OC1=S,5.16
CHEMBL2095202,TNNT2,CHEMBL1583108,,7005.0,EC50,0,CN1C(=O)/C(=C/C=C2\SCCN2C)OC1=S,5.16
CHEMBL2095202,TNNI3,CHEMBL1316798,,4962.0,EC50,0,Cc1cc(/C=C2\SC(=S)N(C)C2=O)c(C)n1-c1ccccc1O,5.3
CHEMBL2095202,TNNT2,CHEMBL1316798,,4962.0,EC50,0,Cc1cc(/C=C2\SC(=S)N(C)C2=O)c(C)n1-c1ccccc1O,5.3
CHEMBL2095202,TNNI3,CHEMBL1576602,,2177.0,EC50,0,Cc1ccc[n+](-c2nc([O-])sc2C=O)c1,5.66
CHEMBL2095202,TNNT2,CHEMBL1576602,,2177.0,EC50,0,Cc1ccc[n+](-c2nc([O-])sc2C=O)c1,5.66
CHEMBL2095202,TNNI3,CHEMBL1492819,,5547.0,EC50,0,CCn1nc(-c2ccccc2)c2nc3ccccc3nc21,5.26
CHEMBL2095202,TNNT2,CHEMBL1492819,,5547.0,EC50,0,CCn1nc(-c2ccccc2)c2nc3ccccc3nc21,5.26
CHEMBL2095202,TNNI3,CHEMBL1576905,,1878.0,EC50,0,C=CCn1c(C)c(/C=C/c2cc[n+](C)cc2)c2ccccc21.[I-],5.73
CHEMBL2095202,TNNT2,CHEMBL1576905,,1878.0,EC50,0,C=CCn1c(C)c(/C=C/c2cc[n+](C)cc2)c2ccccc21.[I-],5.73
CHEMBL2095202,TNNI3,CHEMBL1573529,,515.79,EC50,0,CCN(CC)c1ccc(/C=C2\C(=O)c3ccc(C(=O)O)cc3C2=O)cc1,6.29
CHEMBL2095202,TNNT2,CHEMBL1573529,,515.79,EC50,0,CCN(CC)c1ccc(/C=C2\C(=O)c3ccc(C(=O)O)cc3C2=O)cc1,6.29
CHEMBL2095202,TNNI3,CHEMBL1713654,,1209.0,EC50,0,Oc1ccc2ccc3cccc[n+]3c2c1.[I-],5.92
CHEMBL2095202,TNNT2,CHEMBL1713654,,1209.0,EC50,0,Oc1ccc2ccc3cccc[n+]3c2c1.[I-],5.92
CHEMBL2095202,TNNI3,CHEMBL1991136,,4497.0,EC50,0,CN(/N=C/c1ccc(N(C)C)cc1)C1=NS(=O)(=O)c2ccccc21,5.35
CHEMBL2095202,TNNT2,CHEMBL1991136,,4497.0,EC50,0,CN(/N=C/c1ccc(N(C)C)cc1)C1=NS(=O)(=O)c2ccccc21,5.35
CHEMBL2095202,TNNI3,CHEMBL1499258,,1465.0,EC50,0,Cn1cc(/C=C2\SC(=S)N(NC(=O)c3ccccc3)C2=O)c2ccccc21,5.83
CHEMBL2095202,TNNT2,CHEMBL1499258,,1465.0,EC50,0,Cn1cc(/C=C2\SC(=S)N(NC(=O)c3ccccc3)C2=O)c2ccccc21,5.83
CHEMBL2095202,TNNI3,CHEMBL1466606,,2576.0,EC50,0,COc1ccc(OC)c(/C=C2\N=C(c3ccccc3)OC2=O)c1,5.59
CHEMBL2095202,TNNT2,CHEMBL1466606,,2576.0,EC50,0,COc1ccc(OC)c(/C=C2\N=C(c3ccccc3)OC2=O)c1,5.59
CHEMBL2095202,TNNI3,CHEMBL1733692,,6284.0,EC50,0,Cc1ccc(N2C3=C(C(=O)CC(C)(C)C3)C(c3cn(C)nc3C)C3=C2CC(C)(C)CC3=O)cc1,5.2
CHEMBL2095202,TNNT2,CHEMBL1733692,,6284.0,EC50,0,Cc1ccc(N2C3=C(C(=O)CC(C)(C)C3)C(c3cn(C)nc3C)C3=C2CC(C)(C)CC3=O)cc1,5.2
CHEMBL2095202,TNNI3,CHEMBL1407632,,1577.0,EC50,0,COc1ccc(NC(=O)/C(C#N)=C\c2ccc(N3CCOCC3)o2)cc1,5.8
CHEMBL2095202,TNNT2,CHEMBL1407632,,1577.0,EC50,0,COc1ccc(NC(=O)/C(C#N)=C\c2ccc(N3CCOCC3)o2)cc1,5.8
CHEMBL2095202,TNNI3,CHEMBL3195681,,164.57,EC50,0,CCCNC(=O)Cn1c(=O)/c(=C\c2ccc(-c3ccc([N+](=O)[O-])cc3)o2)s/c1=C\C(=O)C(C)(C)C,6.78
CHEMBL2095202,TNNT2,CHEMBL3195681,,164.57,EC50,0,CCCNC(=O)Cn1c(=O)/c(=C\c2ccc(-c3ccc([N+](=O)[O-])cc3)o2)s/c1=C\C(=O)C(C)(C)C,6.78
CHEMBL2095202,TNNI3,CHEMBL1564363,,5151.0,EC50,0,CCN1C(=O)C(=CNc2ccc(N3CCOCC3)cc2)C(=O)N(CC)C1=S,5.29
CHEMBL2095202,TNNT2,CHEMBL1564363,,5151.0,EC50,0,CCN1C(=O)C(=CNc2ccc(N3CCOCC3)cc2)C(=O)N(CC)C1=S,5.29
CHEMBL2095202,TNNI3,CHEMBL1506234,,5949.0,EC50,0,C=CCN1C(=O)/C(=C/c2ccc(N3CCOCC3)o2)C(=O)NC1=S,5.23
CHEMBL2095202,TNNT2,CHEMBL1506234,,5949.0,EC50,0,C=CCN1C(=O)/C(=C/c2ccc(N3CCOCC3)o2)C(=O)NC1=S,5.23
CHEMBL2095202,TNNI3,CHEMBL1388372,,615.36,EC50,0,N#C/C(=C/c1ccc(-c2ccccc2)o1)c1nc(-c2cccs2)cs1,6.21
CHEMBL2095202,TNNT2,CHEMBL1388372,,615.36,EC50,0,N#C/C(=C/c1ccc(-c2ccccc2)o1)c1nc(-c2cccs2)cs1,6.21
CHEMBL2095202,TNNI3,CHEMBL1557186,,2706.0,EC50,0,CCN1C(=O)/C(=C/c2cc(C)n(C)c2C)SC1=S,5.57
CHEMBL2095202,TNNT2,CHEMBL1557186,,2706.0,EC50,0,CCN1C(=O)/C(=C/c2cc(C)n(C)c2C)SC1=S,5.57
CHEMBL2095202,TNNI3,CHEMBL1466913,,2022.0,EC50,0,COc1ccc(NC2=NC(=O)S/C2=C\c2ccc(N(C)C)cc2)cc1,5.69
CHEMBL2095202,TNNT2,CHEMBL1466913,,2022.0,EC50,0,COc1ccc(NC2=NC(=O)S/C2=C\c2ccc(N(C)C)cc2)cc1,5.69
CHEMBL2095202,TNNI3,CHEMBL1580769,,4529.0,EC50,0,CCSC1=N/C(=C\C=C2/Oc3ccccc3N2CC)C(=O)S1,5.34
CHEMBL2095202,TNNT2,CHEMBL1580769,,4529.0,EC50,0,CCSC1=N/C(=C\C=C2/Oc3ccccc3N2CC)C(=O)S1,5.34
CHEMBL2095202,TNNI3,CHEMBL1481417,,5368.0,EC50,0,c1ccc2nc3cc4[nH]cnc4cc3nc2c1,5.27
CHEMBL2095202,TNNT2,CHEMBL1481417,,5368.0,EC50,0,c1ccc2nc3cc4[nH]cnc4cc3nc2c1,5.27
CHEMBL2095202,TNNI3,CHEMBL1542169,,1537.0,EC50,0,CCN1C(=O)/C(=C/C=C2/SCCN2C)SC1=S,5.81
CHEMBL2095202,TNNT2,CHEMBL1542169,,1537.0,EC50,0,CCN1C(=O)/C(=C/C=C2/SCCN2C)SC1=S,5.81
CHEMBL2095202,TNNI3,CHEMBL1353321,,5247.0,EC50,0,COC(=O)/C(C#N)=C\c1cc2cc(C)c(C)cc2nc1O,5.28
CHEMBL2095202,TNNT2,CHEMBL1353321,,5247.0,EC50,0,COC(=O)/C(C#N)=C\c1cc2cc(C)c(C)cc2nc1O,5.28
CHEMBL2095202,TNNI3,CHEMBL1342181,,4162.0,EC50,0,Cc1cc(N2CCCC2)ccc1C=C(C#N)C#N,5.38
CHEMBL2095202,TNNT2,CHEMBL1342181,,4162.0,EC50,0,Cc1cc(N2CCCC2)ccc1C=C(C#N)C#N,5.38
CHEMBL2095202,TNNI3,CHEMBL2002008,,3911.0,EC50,0,O=C(N/N=C/c1sc2ccccc2c1O)c1ccccc1,5.41
CHEMBL2095202,TNNT2,CHEMBL2002008,,3911.0,EC50,0,O=C(N/N=C/c1sc2ccccc2c1O)c1ccccc1,5.41
CHEMBL2095202,TNNI3,CHEMBL1725987,,852.88,EC50,0,CCC(/C=C1\Sc2ccccc2N1CCCS(=O)(=O)[O-])=C\c1oc2ccc(OC)cc2[n+]1C,6.07
CHEMBL2095202,TNNT2,CHEMBL1725987,,852.88,EC50,0,CCC(/C=C1\Sc2ccccc2N1CCCS(=O)(=O)[O-])=C\c1oc2ccc(OC)cc2[n+]1C,6.07
CHEMBL2095202,TNNI3,CHEMBL1725983,,2574.0,EC50,0,COc1ccccc1NS(=O)(=O)c1cc([N+](=O)[O-])ccc1N/N=C/c1c(C)[nH]c2ccccc12,5.59
CHEMBL2095202,TNNT2,CHEMBL1725983,,2574.0,EC50,0,COc1ccccc1NS(=O)(=O)c1cc([N+](=O)[O-])ccc1N/N=C/c1c(C)[nH]c2ccccc12,5.59
CHEMBL2095202,TNNI3,CHEMBL2001481,,3708.0,EC50,0,CN(C)c1ccc(/N=C/c2nc(-c3ccccc3)oc2O)cc1,5.43
CHEMBL2095202,TNNT2,CHEMBL2001481,,3708.0,EC50,0,CN(C)c1ccc(/N=C/c2nc(-c3ccccc3)oc2O)cc1,5.43
CHEMBL2095202,TNNI3,CHEMBL1581326,,165.07,EC50,0,CCOC(=O)/C(=C/C=C1\Sc2cc(OCC)c(OCC)cc2N1CC)C(C)=O,6.78
CHEMBL2095202,TNNT2,CHEMBL1581326,,165.07,EC50,0,CCOC(=O)/C(=C/C=C1\Sc2cc(OCC)c(OCC)cc2N1CC)C(C)=O,6.78
CHEMBL2095202,TNNI3,CHEMBL1789978,,9003.0,EC50,0,CN1CCC2(CC1)C1CN(C)CC=C1C(C#N)=C(N)C2(C#N)C#N.O.O,5.05
CHEMBL2095202,TNNT2,CHEMBL1789978,,9003.0,EC50,0,CN1CCC2(CC1)C1CN(C)CC=C1C(C#N)=C(N)C2(C#N)C#N.O.O,5.05
CHEMBL2095202,TNNI3,CHEMBL1345866,,7993.0,EC50,0,COc1ccc2ccccc2c1C(O)c1nccn1C,5.1
